      0.00       0.00 	 PKPcd 	 depth
     20.00       0.4435     999.05 	      PKiKP 
     25.00       0.5515    1001.54 	      PKiKP 
     30.00       0.6576    1004.57 	      PKiKP 
     35.00       0.7615    1008.11 	      PKiKP 
     40.00       0.8629    1012.18 	      PKiKP 
     45.00       0.9615    1016.74 	      PKiKP 
     50.00       1.0569    1021.79 	      PKiKP 
     55.00       1.1489    1027.30 	      PKiKP 
     60.00       1.2373    1033.27 	      PKiKP 
     65.00       1.3218    1039.67 	      PKiKP 
     70.00       1.4024    1046.48 	      PKiKP 
     75.00       1.4787    1053.68 	      PKiKP 
     80.00       1.5507    1061.26 	      PKiKP 
     85.00       1.6182    1069.18 	      PKiKP 
     90.00       1.6811    1077.43 	      PKiKP 
     95.00       1.7394    1085.99 	      PKiKP 
    100.00       1.7930    1094.82 	      PKiKP 
    105.00       1.8418    1103.91 	      PKiKP 
    110.00       1.8858    1113.23 	      PKiKP 
    115.00       1.9251    1122.76 	      PKiKP 
    120.00       1.9595    1132.47 	      PKiKP 
    125.00       1.9892    1142.35 	      PKiKP 
    130.00       2.0142    1152.36 	      PKiKP 
    135.00       2.0345    1162.48 	      PKiKP 
    140.00       2.0503    1172.70 	      PKiKP 
    145.00       2.0615    1182.98 	      PKiKP 
    150.00       2.0683    1193.30 	      PKiKP 
    155.00       2.0708    1203.65 	      PKiKP 
     10.00      10.00 	 PKPcd 	 depth
     20.00       0.4435     997.33 	      PKiKP 
     25.00       0.5516     999.82 	      PKiKP 
     30.00       0.6577    1002.84 	      PKiKP 
     35.00       0.7616    1006.39 	      PKiKP 
     40.00       0.8630    1010.45 	      PKiKP 
     45.00       0.9615    1015.02 	      PKiKP 
     50.00       1.0570    1020.06 	      PKiKP 
     55.00       1.1490    1025.58 	      PKiKP 
     60.00       1.2374    1031.55 	      PKiKP 
     65.00       1.3219    1037.95 	      PKiKP 
     70.00       1.4025    1044.76 	      PKiKP 
     75.00       1.4788    1051.97 	      PKiKP 
     80.00       1.5508    1059.54 	      PKiKP 
     85.00       1.6183    1067.47 	      PKiKP 
     90.00       1.6812    1075.72 	      PKiKP 
     95.00       1.7395    1084.27 	      PKiKP 
    100.00       1.7931    1093.10 	      PKiKP 
    105.00       1.8419    1102.19 	      PKiKP 
    110.00       1.8859    1111.52 	      PKiKP 
    115.00       1.9251    1121.04 	      PKiKP 
    120.00       1.9596    1130.76 	      PKiKP 
    125.00       1.9893    1140.63 	      PKiKP 
    130.00       2.0143    1150.64 	      PKiKP 
    135.00       2.0346    1160.77 	      PKiKP 
    140.00       2.0503    1170.98 	      PKiKP 
    145.00       2.0615    1181.26 	      PKiKP 
    150.00       2.0683    1191.59 	      PKiKP 
    155.00       2.0708    1201.94 	      PKiKP 
     20.00      20.00 	 PKPcd 	 depth
     20.00       0.4436     995.61 	      PKiKP 
     25.00       0.5516     998.09 	      PKiKP 
     30.00       0.6578    1001.12 	      PKiKP 
     35.00       0.7617    1004.67 	      PKiKP 
     40.00       0.8631    1008.73 	      PKiKP 
     45.00       0.9616    1013.29 	      PKiKP 
     50.00       1.0571    1018.34 	      PKiKP 
     55.00       1.1491    1023.86 	      PKiKP 
     60.00       1.2375    1029.83 	      PKiKP 
     65.00       1.3221    1036.23 	      PKiKP 
     70.00       1.4026    1043.04 	      PKiKP 
     75.00       1.4789    1050.25 	      PKiKP 
     80.00       1.5509    1057.82 	      PKiKP 
     85.00       1.6184    1065.75 	      PKiKP 
     90.00       1.6813    1074.00 	      PKiKP 
     95.00       1.7396    1082.55 	      PKiKP 
    100.00       1.7932    1091.39 	      PKiKP 
    105.00       1.8420    1100.48 	      PKiKP 
    110.00       1.8860    1109.80 	      PKiKP 
    115.00       1.9252    1119.33 	      PKiKP 
    120.00       1.9596    1129.04 	      PKiKP 
    125.00       1.9893    1138.92 	      PKiKP 
    130.00       2.0143    1148.93 	      PKiKP 
    135.00       2.0346    1159.05 	      PKiKP 
    140.00       2.0503    1169.27 	      PKiKP 
    145.00       2.0616    1179.55 	      PKiKP 
    150.00       2.0684    1189.88 	      PKiKP 
    155.00       2.0708    1200.23 	      PKiKP 
     30.00      30.00 	 PKPcd 	 depth
     20.00       0.4436     994.07 	      PKiKP 
     25.00       0.5517     996.56 	      PKiKP 
     30.00       0.6578     999.58 	      PKiKP 
     35.00       0.7618    1003.13 	      PKiKP 
     40.00       0.8632    1007.20 	      PKiKP 
     45.00       0.9617    1011.76 	      PKiKP 
     50.00       1.0572    1016.81 	      PKiKP 
     55.00       1.1492    1022.32 	      PKiKP 
     60.00       1.2376    1028.29 	      PKiKP 
     65.00       1.3222    1034.69 	      PKiKP 
     70.00       1.4027    1041.51 	      PKiKP 
     75.00       1.4790    1048.71 	      PKiKP 
     80.00       1.5510    1056.29 	      PKiKP 
     85.00       1.6185    1064.22 	      PKiKP 
     90.00       1.6814    1072.47 	      PKiKP 
     95.00       1.7397    1081.02 	      PKiKP 
    100.00       1.7933    1089.86 	      PKiKP 
    105.00       1.8421    1098.95 	      PKiKP 
    110.00       1.8861    1108.27 	      PKiKP 
    115.00       1.9253    1117.80 	      PKiKP 
    120.00       1.9597    1127.52 	      PKiKP 
    125.00       1.9894    1137.39 	      PKiKP 
    130.00       2.0144    1147.40 	      PKiKP 
    135.00       2.0347    1157.53 	      PKiKP 
    140.00       2.0504    1167.74 	      PKiKP 
    145.00       2.0616    1178.02 	      PKiKP 
    150.00       2.0684    1188.35 	      PKiKP 
    155.00       2.0708    1198.70 	      PKiKP 
     40.00      40.00 	 PKPcd 	 depth
     20.00       0.4437     992.68 	      PKiKP 
     25.00       0.5517     995.17 	      PKiKP 
     30.00       0.6579     998.19 	      PKiKP 
     35.00       0.7619    1001.74 	      PKiKP 
     40.00       0.8633    1005.81 	      PKiKP 
     45.00       0.9618    1010.37 	      PKiKP 
     50.00       1.0573    1015.42 	      PKiKP 
     55.00       1.1493    1020.94 	      PKiKP 
     60.00       1.2377    1026.91 	      PKiKP 
     65.00       1.3223    1033.31 	      PKiKP 
     70.00       1.4028    1040.12 	      PKiKP 
     75.00       1.4792    1047.33 	      PKiKP 
     80.00       1.5511    1054.91 	      PKiKP 
     85.00       1.6186    1062.83 	      PKiKP 
     90.00       1.6816    1071.09 	      PKiKP 
     95.00       1.7398    1079.64 	      PKiKP 
    100.00       1.7934    1088.48 	      PKiKP 
    105.00       1.8422    1097.57 	      PKiKP 
    110.00       1.8862    1106.89 	      PKiKP 
    115.00       1.9254    1116.42 	      PKiKP 
    120.00       1.9598    1126.14 	      PKiKP 
    125.00       1.9895    1136.01 	      PKiKP 
    130.00       2.0144    1146.02 	      PKiKP 
    135.00       2.0347    1156.15 	      PKiKP 
    140.00       2.0504    1166.36 	      PKiKP 
    145.00       2.0616    1176.64 	      PKiKP 
    150.00       2.0684    1186.97 	      PKiKP 
    155.00       2.0708    1197.32 	      PKiKP 
     50.00      50.00 	 PKPcd 	 depth
     20.00       0.4438     991.43 	      PKiKP 
     25.00       0.5518     993.92 	      PKiKP 
     30.00       0.6580     996.95 	      PKiKP 
     35.00       0.7620    1000.50 	      PKiKP 
     40.00       0.8634    1004.57 	      PKiKP 
     45.00       0.9620    1009.13 	      PKiKP 
     50.00       1.0574    1014.18 	      PKiKP 
     55.00       1.1495    1019.70 	      PKiKP 
     60.00       1.2379    1025.67 	      PKiKP 
     65.00       1.3224    1032.07 	      PKiKP 
     70.00       1.4030    1038.89 	      PKiKP 
     75.00       1.4793    1046.09 	      PKiKP 
     80.00       1.5513    1053.67 	      PKiKP 
     85.00       1.6188    1061.60 	      PKiKP 
     90.00       1.6817    1069.85 	      PKiKP 
     95.00       1.7400    1078.41 	      PKiKP 
    100.00       1.7935    1087.24 	      PKiKP 
    105.00       1.8423    1096.33 	      PKiKP 
    110.00       1.8863    1105.66 	      PKiKP 
    115.00       1.9255    1115.19 	      PKiKP 
    120.00       1.9599    1124.90 	      PKiKP 
    125.00       1.9895    1134.78 	      PKiKP 
    130.00       2.0145    1144.79 	      PKiKP 
    135.00       2.0347    1154.92 	      PKiKP 
    140.00       2.0504    1165.13 	      PKiKP 
    145.00       2.0616    1175.41 	      PKiKP 
    150.00       2.0684    1185.74 	      PKiKP 
    155.00       2.0708    1196.09 	      PKiKP 
     60.00      60.00 	 PKPcd 	 depth
     20.00       0.4438     990.19 	      PKiKP 
     25.00       0.5519     992.68 	      PKiKP 
     30.00       0.6581     995.71 	      PKiKP 
     35.00       0.7621     999.26 	      PKiKP 
     40.00       0.8635    1003.32 	      PKiKP 
     45.00       0.9621    1007.89 	      PKiKP 
     50.00       1.0575    1012.94 	      PKiKP 
     55.00       1.1496    1018.46 	      PKiKP 
     60.00       1.2380    1024.43 	      PKiKP 
     65.00       1.3226    1030.83 	      PKiKP 
     70.00       1.4031    1037.65 	      PKiKP 
     75.00       1.4794    1044.86 	      PKiKP 
     80.00       1.5514    1052.44 	      PKiKP 
     85.00       1.6189    1060.36 	      PKiKP 
     90.00       1.6818    1068.62 	      PKiKP 
     95.00       1.7401    1077.17 	      PKiKP 
    100.00       1.7936    1086.01 	      PKiKP 
    105.00       1.8424    1095.10 	      PKiKP 
    110.00       1.8864    1104.43 	      PKiKP 
    115.00       1.9256    1113.96 	      PKiKP 
    120.00       1.9600    1123.67 	      PKiKP 
    125.00       1.9896    1133.55 	      PKiKP 
    130.00       2.0145    1143.56 	      PKiKP 
    135.00       2.0348    1153.69 	      PKiKP 
    140.00       2.0505    1163.90 	      PKiKP 
    145.00       2.0616    1174.18 	      PKiKP 
    150.00       2.0684    1184.51 	      PKiKP 
    155.00       2.0708    1194.86 	      PKiKP 
     70.00      70.00 	 PKPcd 	 depth
     20.00       0.4439     988.95 	      PKiKP 
     25.00       0.5520     991.44 	      PKiKP 
     30.00       0.6582     994.47 	      PKiKP 
     35.00       0.7622     998.02 	      PKiKP 
     40.00       0.8636    1002.08 	      PKiKP 
     45.00       0.9622    1006.65 	      PKiKP 
     50.00       1.0577    1011.70 	      PKiKP 
     55.00       1.1497    1017.22 	      PKiKP 
     60.00       1.2382    1023.19 	      PKiKP 
     65.00       1.3227    1029.60 	      PKiKP 
     70.00       1.4033    1036.41 	      PKiKP 
     75.00       1.4796    1043.62 	      PKiKP 
